Participant,DoF,Contents,Codecs,Bitrates,Scores,Motion
29,1,4,3,4,2,0.367088608
29,1,3,3,4,2,0.342105263
29,1,2,2,3,4,0.279069767
29,1,4,2,4,3,0.1025
29,1,3,6,4,3,0.395752896
29,1,2,6,1,1,0.339393939
29,1,3,6,2,2,0.431610942
29,1,4,4,2,1,0.39516129
29,1,3,2,1,2,0.27804878
29,1,2,8,2,1,0.310030395
29,1,1,2,4,3,0.117647059
29,1,2,4,1,1,0.09439528
29,1,3,8,2,2,0.093023256
29,1,1,6,2,2,0.22875817
29,1,2,6,2,1,0.26557377
29,1,4,4,3,3,0.331125828
29,1,1,8,3,4,0.488607595
29,1,3,8,4,4,0.084016393
29,1,1,6,4,3,0.566572238
29,1,2,3,1,1,0.161676647
29,1,1,6,1,2,0.285714286
29,1,2,3,3,2,0.31661442
29,1,1,2,2,3,0.069536424
29,1,3,4,4,4,0.41416309
29,1,2,4,2,1,0.242524917
29,1,3,1,0,5,0.453752182
29,1,4,1,0,4,0.640167364
29,1,3,3,3,2,0.241269841
29,1,2,2,4,4,0.180628272
30,1,4,2,4,5,0.43281471
30,1,3,4,4,5,0.252994012
30,1,1,2,3,5,0.284598214
30,1,2,4,2,1,0.536231884
30,1,1,2,2,3,0.250481696
30,1,3,6,1,1,0.352159468
30,1,2,2,2,2,0.411838791
30,1,3,6,4,5,0.33492823
30,1,1,8,3,4,0.452188006
30,1,3,3,2,1,0.418604651
30,1,1,2,4,5,0.545053004
30,1,4,6,3,2,0.391304348
30,1,3,6,2,1,0.559498956
30,1,1,6,3,3,0.475738397
30,1,2,8,2,2,0.61634349
30,1,4,4,4,4,0.461111111
30,1,3,3,4,4,0.343283582
30,1,2,6,1,1,0.550617284
30,1,1,6,2,2,0.422110553
30,1,2,8,3,5,0.496153846
30,1,3,1,0,5,0.355371901
30,1,2,2,3,5,0.424242424
30,1,3,2,1,4,0.311170213
30,1,1,6,1,1,0.383685801
30,1,2,3,1,1,0.485365854
30,1,3,4,1,1,0.427350427
30,1,4,3,4,2,0.513452915
30,1,2,2,4,5,0.475961538
30,1,4,4,2,1,0.677897574
30,1,2,4,4,4,0.585877863
30,1,4,4,3,3,0.626074499
30,1,3,3,3,2,0.254491018
30,1,2,4,1,1,0.351498638
30,1,1,6,4,1,0.543835616
30,1,3,8,2,2,0.371959943
30,1,4,4,1,1,0.330409357
30,1,2,3,3,2,0.457142857
30,1,4,8,4,4,0.609756098
30,1,3,8,4,2,0.539800995
30,1,4,1,0,5,0.344195519
30,1,1,3,3,3,0.455621302
30,1,2,6,2,2,0.28045977
30,1,4,3,3,2,0.531561462
30,1,1,8,2,2,0.413934426
30,1,3,2,3,3,0.525333333
30,1,4,2,3,3,0.474056604
30,1,2,3,2,1,0.283387622
30,1,4,6,2,1,0.386554622
30,1,3,2,4,3,0.307992203
30,1,4,2,1,1,0.295731707
30,1,2,6,3,3,0.514423077
30,1,4,8,2,2,0.668103448
30,1,3,4,3,2,0.364120782
30,1,4,6,1,1,0.390052356
30,1,1,4,1,1,0.218649518
30,1,3,4,2,2,0.36
30,1,1,4,3,4,0.429210134
30,1,3,8,1,1,0.415
30,1,1,8,4,5,0.406807131
30,1,2,6,4,5,0.439393939
30,1,4,3,2,1,0.262458472
30,1,3,3,1,1,0.312292359
30,1,2,8,1,1,0.602523659
30,1,1,3,4,4,0.427807487
30,1,4,8,3,4,0.713333333
30,1,1,4,2,2,0.431980907
30,1,3,2,2,4,0.396825397
30,1,2,3,4,4,0.318584071
30,1,1,1,0,4,0.42043222
30,1,4,3,1,1,0.325
30,1,1,3,2,1,0.368146214
30,1,2,2,1,3,0.359307359
30,1,1,4,4,5,0.427509294
30,1,2,4,3,2,0.656424581
30,1,4,6,4,5,0.412698413
30,1,1,3,1,1,0.372881356
30,1,4,2,2,4,0.419098143
30,1,1,2,1,3,0.456521739
30,1,2,8,4,5,0.424460432
30,1,3,6,3,3,0.469026549
30,1,4,8,1,2,0.438650307
30,1,3,8,3,3,0.456102784
30,1,1,8,1,2,0.524271845
30,1,2,1,0,4,0.523227384
31,1,1,2,1,5,0.719033233
31,1,2,8,1,3,0.771428571
31,1,3,8,3,4,0.708609272
31,1,1,4,3,5,0.808306709
31,1,2,6,3,4,0.733118971
31,1,1,8,2,3,0.714912281
31,1,4,3,3,3,0.686084142
31,1,1,3,1,1,0.511904762
31,1,4,3,2,2,0.422222222
31,1,3,6,3,5,0.467914439
31,1,1,3,2,2,0.40397351
31,1,4,8,2,4,0.749271137
31,1,3,3,1,1,0.560240964
31,1,1,8,4,5,0.678807947
31,1,2,6,4,5,0.71559633
31,1,4,6,2,3,0.703349282
31,1,3,4,2,3,0.718023256
31,1,4,6,4,5,0.729442971
31,1,2,4,3,4,0.749279539
31,1,1,4,4,5,0.708196721
31,1,3,4,3,4,0.423566879
31,1,1,8,1,3,0.89556962
31,1,4,8,1,2,0.546875
31,1,1,4,2,3,0.785714286
31,1,2,3,2,2,0.625360231
31,1,3,2,4,5,0.466512702
31,1,2,1,0,5,0.463576159
31,1,4,6,1,1,0.769911504
31,1,2,8,4,4,0.635014837
31,1,4,2,3,4,0.613157895
31,1,2,3,4,4,0.639072848
31,1,3,8,1,2,0.575471698
31,1,4,8,3,4,0.726726727
31,1,3,2,2,5,0.407294833
31,1,4,2,1,3,0.509036145
31,1,3,2,3,4,0.429042904
31,1,1,4,1,2,0.586885246
31,1,4,3,1,1,0.581538462
31,1,2,2,1,2,0.575835476
31,1,1,1,0,5,0.714285714
31,1,4,2,2,3,0.811074919
31,1,1,3,4,3,0.712643678
31,1,2,8,2,2,0.842615012
31,1,3,8,2,2,0.873239437
31,1,1,6,4,4,0.925072046
31,1,2,4,4,4,0.831202046
31,1,4,3,4,3,0.625
31,1,2,3,3,2,0.726072607
31,1,4,8,4,4,0.891089109
31,1,1,3,3,3,0.921212121
31,1,3,1,0,5,0.63836478
31,1,1,6,2,3,0.663492063
31,1,4,4,2,2,0.867109635
31,1,3,3,3,3,0.582352941
31,1,2,2,2,4,0.808641975
31,1,4,1,0,5,0.857512953
31,1,2,6,2,2,0.742331288
31,1,3,6,1,2,0.554817276
31,1,1,2,4,5,0.84717608
31,1,4,6,3,4,0.779874214
31,1,3,6,2,2,0.84717608
31,1,1,6,3,4,0.764367816
31,1,4,4,1,2,0.847133758
31,1,3,3,4,4,0.645348837
31,1,2,6,1,1,0.695266272
31,1,1,8,3,4,0.866043614
31,1,2,3,1,1,0.538461538
31,1,4,2,4,4,0.785714286
31,1,3,6,4,4,0.841791045
31,1,4,4,4,4,0.737654321
31,1,1,2,2,4,0.799586777
31,1,2,2,4,5,0.625766871
31,1,3,4,4,4,0.76993865
31,1,2,4,2,2,0.498412698
31,1,3,8,4,4,0.864353312
31,1,1,6,1,2,0.764880952
31,1,2,2,3,4,0.578680203
31,1,3,2,1,3,0.443678161
31,1,2,8,3,4,0.567741935
31,1,1,2,3,4,0.776255708
31,1,4,4,3,3,0.891954023
31,1,3,4,1,2,0.496774194
31,1,2,4,1,1,0.710227273
31,1,3,3,2,1,0.548387097
