Participant,DoF,Contents,Codecs,Bitrates,Scores,HRScores,DMOS,Content,Codec,Bitrate,PcqmAvg,p2pointMSEPSNR,p2planeMSEPSNR,YPSNR,UPSNR,VPSNR
17,1,2,2,4,5,5,5,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
17,1,2,2,5,5,5,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
17,1,2,3,2,1,5,1,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
17,1,2,3,3,2,5,2,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
17,1,2,3,4,2,5,2,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
17,1,2,3,5,4,5,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
17,1,3,2,2,2,5,2,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
17,1,3,2,3,3,5,3,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
17,1,3,2,4,4,5,4,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
17,1,3,2,5,3,5,3,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
17,1,3,3,2,1,5,1,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
17,1,3,3,3,1,5,1,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
17,1,3,3,4,3,5,3,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
17,1,3,3,5,4,5,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
17,1,4,2,2,1,5,1,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
17,1,4,2,3,3,5,3,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
17,1,4,2,4,4,5,4,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
17,1,4,2,5,4,5,4,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
17,1,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
17,1,4,3,3,1,5,1,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
17,1,4,3,4,2,5,2,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
17,1,4,3,5,4,5,4,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
18,1,1,2,2,2,3,4,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
18,1,1,2,3,4,3,6,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
18,1,1,2,4,5,3,7,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
18,1,1,2,5,3,3,5,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
18,1,1,3,2,1,3,3,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
18,1,1,3,3,1,3,3,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
18,1,1,3,4,3,3,5,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
18,1,1,3,5,3,3,5,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
18,1,2,2,2,2,4,3,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
18,1,2,2,3,5,4,6,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
18,1,2,2,4,5,4,6,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
18,1,2,2,5,4,4,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
18,1,2,3,2,1,4,2,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
18,1,2,3,3,1,4,2,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
18,1,2,3,4,2,4,3,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
18,1,2,3,5,3,4,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
18,1,3,2,2,1,3,3,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
18,1,3,2,3,3,3,5,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
18,1,3,2,4,4,3,6,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
18,1,3,2,5,3,3,5,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
18,1,3,3,2,1,3,3,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
18,1,3,3,3,1,3,3,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
18,1,3,3,4,2,3,4,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
18,1,3,3,5,2,3,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
18,1,4,2,2,1,4,2,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
18,1,4,2,3,3,4,4,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
18,1,4,2,4,5,4,6,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
18,1,4,2,5,4,4,5,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
18,1,4,3,2,1,4,2,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
18,1,4,3,3,1,4,2,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
18,1,4,3,4,2,4,3,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
18,1,4,3,5,3,4,4,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
19,1,1,2,2,2,4,3,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
19,1,1,2,3,3,4,4,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
19,1,1,2,4,4,4,5,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
19,1,1,2,5,4,4,5,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
19,1,1,3,2,1,4,2,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
19,1,1,3,3,2,4,3,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
19,1,1,3,4,2,4,3,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
19,1,1,3,5,3,4,4,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
19,1,2,2,2,2,5,2,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
19,1,2,2,3,4,5,4,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
19,1,2,2,4,4,5,4,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
19,1,2,2,5,4,5,4,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
19,1,2,3,2,1,5,1,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
19,1,2,3,3,1,5,1,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
19,1,2,3,4,3,5,3,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
19,1,2,3,5,5,5,5,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
19,1,3,2,2,2,4,3,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
19,1,3,2,3,3,4,4,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
19,1,3,2,4,5,4,6,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
19,1,3,2,5,4,4,5,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
19,1,3,3,2,1,4,2,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
19,1,3,3,3,3,4,4,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
19,1,3,3,4,3,4,4,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
19,1,3,3,5,3,4,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
19,1,4,2,2,2,5,2,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
19,1,4,2,3,3,5,3,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
19,1,4,2,4,4,5,4,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
19,1,4,2,5,5,5,5,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
19,1,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
19,1,4,3,3,2,5,2,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
19,1,4,3,4,3,5,3,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
19,1,4,3,5,4,5,4,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
20,1,1,2,2,4,5,4,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
20,1,1,2,3,4,5,4,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
20,1,1,2,4,4,5,4,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
20,1,1,2,5,4,5,4,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
20,1,1,3,2,1,5,1,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
20,1,1,3,3,2,5,2,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
20,1,1,3,4,4,5,4,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
20,1,1,3,5,5,5,5,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
20,1,2,2,2,4,5,4,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
20,1,2,2,3,3,5,3,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
20,1,2,2,4,4,5,4,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
20,1,2,2,5,4,5,4,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
20,1,2,3,2,1,5,1,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
20,1,2,3,3,3,5,3,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
20,1,2,3,4,2,5,2,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
20,1,2,3,5,4,5,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
20,1,3,2,2,2,4,3,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
20,1,3,2,3,3,4,4,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
20,1,3,2,4,5,4,6,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
20,1,3,2,5,4,4,5,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
20,1,3,3,2,1,4,2,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
20,1,3,3,3,1,4,2,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
20,1,3,3,4,3,4,4,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
20,1,3,3,5,5,4,6,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
20,1,4,2,2,2,5,2,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
20,1,4,2,3,5,5,5,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
20,1,4,2,4,4,5,4,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
20,1,4,2,5,5,5,5,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
20,1,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
20,1,4,3,3,3,5,3,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
20,1,4,3,4,3,5,3,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
20,1,4,3,5,3,5,3,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
21,1,1,2,2,3,4,4,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
21,1,1,2,3,3,4,4,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
21,1,1,2,4,4,4,5,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
21,1,1,2,5,3,4,4,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
21,1,1,3,2,1,4,2,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
21,1,1,3,3,2,4,3,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
21,1,1,3,4,3,4,4,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
21,1,1,3,5,4,4,5,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
21,1,2,2,2,1,4,2,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
21,1,2,2,3,4,4,5,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
21,1,2,2,4,3,4,4,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
21,1,2,2,5,3,4,4,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
21,1,2,3,2,1,4,2,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
21,1,2,3,3,1,4,2,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
21,1,2,3,4,3,4,4,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
21,1,2,3,5,4,4,5,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
21,1,3,2,2,3,5,3,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
21,1,3,2,3,3,5,3,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
21,1,3,2,4,5,5,5,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
21,1,3,2,5,3,5,3,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
21,1,3,3,2,1,5,1,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
21,1,3,3,3,2,5,2,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
21,1,3,3,4,3,5,3,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
21,1,3,3,5,4,5,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
21,1,4,2,2,2,4,3,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
21,1,4,2,3,3,4,4,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
21,1,4,2,4,3,4,4,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
21,1,4,2,5,4,4,5,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
21,1,4,3,2,1,4,2,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
21,1,4,3,3,2,4,3,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
21,1,4,3,4,2,4,3,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
21,1,4,3,5,3,4,4,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
22,1,1,2,2,3,5,3,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
22,1,1,2,3,4,5,4,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
22,1,1,2,4,4,5,4,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
22,1,1,2,5,5,5,5,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
22,1,1,3,2,1,5,1,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
22,1,1,3,3,2,5,2,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
22,1,1,3,4,3,5,3,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
22,1,1,3,5,4,5,4,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
22,1,2,2,2,2,5,2,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
22,1,2,2,3,4,5,4,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
22,1,2,2,4,3,5,3,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
22,1,2,2,5,5,5,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
22,1,2,3,2,1,5,1,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
22,1,2,3,3,2,5,2,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
22,1,2,3,4,3,5,3,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
22,1,2,3,5,3,5,3,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
22,1,3,2,2,2,4,3,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
22,1,3,2,3,3,4,4,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
22,1,3,2,4,4,4,5,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
22,1,3,2,5,4,4,5,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
22,1,3,3,2,1,4,2,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
22,1,3,3,3,2,4,3,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
22,1,3,3,4,3,4,4,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
22,1,3,3,5,3,4,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
22,1,4,2,2,3,5,3,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
22,1,4,2,3,3,5,3,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
22,1,4,2,4,4,5,4,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
22,1,4,2,5,3,5,3,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
22,1,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
22,1,4,3,3,2,5,2,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
22,1,4,3,4,3,5,3,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
22,1,4,3,5,4,5,4,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
23,1,1,2,2,1,4,2,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
23,1,1,2,3,5,4,6,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
23,1,1,2,4,2,4,3,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
23,1,1,2,5,4,4,5,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
23,1,1,3,2,1,4,2,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
23,1,1,3,3,2,4,3,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
23,1,1,3,4,3,4,4,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
23,1,1,3,5,3,4,4,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
23,1,2,2,2,2,5,2,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
23,1,2,2,3,2,5,2,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
23,1,2,2,4,4,5,4,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
23,1,2,2,5,5,5,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
23,1,2,3,2,1,5,1,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
23,1,2,3,3,1,5,1,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
23,1,2,3,4,4,5,4,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
23,1,2,3,5,4,5,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
23,1,3,2,2,3,3,5,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
23,1,3,2,3,2,3,4,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
23,1,3,2,4,2,3,4,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
23,1,3,2,5,5,3,7,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
23,1,3,3,2,1,3,3,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
23,1,3,3,3,3,3,5,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
23,1,3,3,4,4,3,6,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
23,1,3,3,5,3,3,5,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
23,1,4,2,2,2,5,2,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
23,1,4,2,3,4,5,4,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
23,1,4,2,4,3,5,3,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
23,1,4,2,5,3,5,3,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
23,1,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
23,1,4,3,3,2,5,2,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
23,1,4,3,4,3,5,3,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
23,1,4,3,5,5,5,5,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
24,1,1,2,2,2,3,4,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
24,1,1,2,3,2,3,4,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
24,1,1,2,4,3,3,5,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
24,1,1,2,5,2,3,4,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
24,1,1,3,2,1,3,3,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
24,1,1,3,3,2,3,4,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
24,1,1,3,4,2,3,4,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
24,1,1,3,5,2,3,4,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
24,1,2,2,2,1,4,2,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
24,1,2,2,3,3,4,4,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
24,1,2,2,4,2,4,3,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
24,1,2,2,5,4,4,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
24,1,2,3,2,1,4,2,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
24,1,2,3,3,2,4,3,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
24,1,2,3,4,2,4,3,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
24,1,2,3,5,3,4,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
24,1,3,2,2,1,3,3,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
24,1,3,2,3,3,3,5,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
24,1,3,2,4,4,3,6,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
24,1,3,2,5,4,3,6,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
24,1,3,3,2,1,3,3,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
