Participant;DoF;Contents;Codecs;Bitrates;Scores;Session;ViewOrder
31;1;1;8;2;3;S01;6
31;1;4;3;3;3;S01;7
31;1;1;3;1;1;S01;8
31;1;4;3;2;2;S01;9
31;1;3;6;3;5;S01;10
31;1;1;3;2;2;S01;11
31;1;4;8;2;4;S01;12
31;1;3;3;1;1;S01;13
31;1;1;8;4;5;S01;14
31;1;2;6;4;5;S01;15
31;1;4;6;2;3;S01;16
31;1;3;4;2;3;S01;17
31;1;4;6;4;5;S01;18
31;1;2;4;3;4;S01;19
31;1;1;4;4;5;S01;20
31;1;3;4;3;4;S01;21
31;1;1;8;1;3;S01;22
31;1;4;8;1;2;S01;23
31;1;1;4;2;3;S01;24
31;1;2;3;2;2;S01;25
31;1;3;2;4;5;S01;26
31;1;2;1;0;5;S01;27
31;1;4;6;1;1;S01;28
31;1;2;8;4;4;S01;29
31;1;4;2;3;4;S01;30
31;1;2;3;4;4;S01;31
31;1;3;8;1;2;S01;32
31;1;4;8;3;4;S01;33
31;1;3;2;2;5;S01;34
31;1;4;2;1;3;S01;35
31;1;3;2;3;4;S01;36
31;1;1;4;1;2;S01;37
31;1;4;3;1;1;S01;38
31;1;2;2;1;2;S01;39
31;1;1;1;0;5;S01;40
31;1;4;2;2;3;S01;41
31;1;1;3;4;3;S01;42
31;1;2;8;2;2;S02;1
31;1;3;8;2;2;S02;2
31;1;1;6;4;4;S02;3
31;1;2;4;4;4;S02;4
31;1;4;3;4;3;S02;5
31;1;2;3;3;2;S02;6
31;1;4;8;4;4;S02;7
31;1;1;3;3;3;S02;8
31;1;3;1;0;5;S02;9
31;1;1;6;2;3;S02;10
31;1;4;4;2;2;S02;11
31;1;3;3;3;3;S02;12
31;1;2;2;2;4;S02;13
31;1;4;1;0;5;S02;14
31;1;2;6;2;2;S02;15
31;1;3;6;1;2;S02;16
31;1;1;2;4;5;S02;17
31;1;4;6;3;4;S02;18
31;1;3;6;2;2;S02;19
31;1;1;6;3;4;S02;20
31;1;4;4;1;2;S02;21
31;1;3;3;4;4;S02;22
31;1;2;6;1;1;S02;23
31;1;1;8;3;4;S02;24
31;1;2;3;1;1;S02;25
31;1;4;2;4;4;S02;26
31;1;3;6;4;4;S02;27
31;1;4;4;4;4;S02;28
31;1;1;2;2;4;S02;29
31;1;2;2;4;5;S02;30
31;1;3;4;4;4;S02;31
31;1;2;4;2;2;S02;32
31;1;3;8;4;4;S02;33
31;1;1;6;1;2;S02;34
31;1;2;2;3;4;S02;35
31;1;3;2;1;3;S02;36
31;1;2;8;3;4;S02;37
31;1;1;2;3;4;S02;38
31;1;4;4;3;3;S02;39
31;1;3;4;1;2;S02;40
31;1;2;4;1;1;S02;41
31;1;3;3;2;1;S02;42
